"AUC","Study","RepeatTimes","Fold","FeatureCount"
0.827272727272727,"VogtmannE_2016",2,3,10
0.685950413223141,"VogtmannE_2016",2,2,10
0.512396694214876,"VogtmannE_2016",2,1,10
0.6,"VogtmannE_2016",1,5,10
0.56,"VogtmannE_2016",1,4,10
0.77,"VogtmannE_2016",1,3,10
0.66,"VogtmannE_2016",1,2,10
0.615,"VogtmannE_2016",1,1,10
0.742857142857143,"ThomasAM_2018b",10,5,10
0.861111111111111,"ThomasAM_2018b",10,4,10
0.971428571428571,"ThomasAM_2018b",10,3,10
0.933333333333333,"ThomasAM_2018b",10,2,10
1,"ThomasAM_2018b",10,1,10
0.861111111111111,"ThomasAM_2018b",9,5,10
0.733333333333333,"ThomasAM_2018b",9,4,10
0.857142857142857,"ThomasAM_2018b",9,3,10
0.976190476190476,"ThomasAM_2018b",9,2,10
1,"ThomasAM_2018b",9,1,10
0.971428571428571,"ThomasAM_2018b",8,5,10
0.857142857142857,"ThomasAM_2018b",8,4,10
0.9,"ThomasAM_2018b",8,3,10
0.833333333333333,"ThomasAM_2018b",8,2,10
1,"ThomasAM_2018b",8,1,10
0.914285714285714,"ThomasAM_2018b",7,5,10
0.785714285714286,"ThomasAM_2018b",7,4,10
1,"ThomasAM_2018b",7,3,10
0.805555555555556,"ThomasAM_2018b",7,2,10
0.857142857142857,"ThomasAM_2018b",7,1,10
1,"ThomasAM_2018b",6,5,10
0.966666666666667,"ThomasAM_2018b",6,4,10
0.888888888888889,"ThomasAM_2018b",6,3,10
0.714285714285714,"ThomasAM_2018b",6,2,10
0.976190476190476,"ThomasAM_2018b",6,1,10
0.933333333333333,"ThomasAM_2018b",5,5,10
0.972222222222222,"ThomasAM_2018b",5,4,10
0.777777777777778,"ThomasAM_2018b",5,3,10
1,"ThomasAM_2018b",5,2,10
0.777777777777778,"ThomasAM_2018b",5,1,10
0.904761904761905,"ThomasAM_2018b",4,5,10
0.722222222222222,"ThomasAM_2018b",4,4,10
0.972222222222222,"ThomasAM_2018b",4,3,10
1,"ThomasAM_2018b",4,2,10
1,"ThomasAM_2018b",4,1,10
1,"ThomasAM_2018b",3,5,10
0.857142857142857,"ThomasAM_2018b",3,4,10
0.771428571428571,"ThomasAM_2018b",3,3,10
0.833333333333333,"ThomasAM_2018b",3,2,10
0.861111111111111,"ThomasAM_2018b",3,1,10
0.916666666666667,"ThomasAM_2018b",2,5,10
0.861111111111111,"ThomasAM_2018b",2,4,10
0.857142857142857,"ThomasAM_2018b",2,3,10
0.916666666666667,"ThomasAM_2018b",2,2,10
0.833333333333333,"ThomasAM_2018b",2,1,10
0.8,"ThomasAM_2018b",1,5,10
1,"ThomasAM_2018b",1,4,10
1,"ThomasAM_2018b",1,3,10
0.972222222222222,"ThomasAM_2018b",1,2,10
0.833333333333333,"ThomasAM_2018b",1,1,10
0.766666666666667,"ThomasAM_2018a",10,5,10
0.8,"ThomasAM_2018a",10,4,10
0.666666666666667,"ThomasAM_2018a",10,3,10
0.4,"ThomasAM_2018a",10,2,10
0.9,"ThomasAM_2018a",10,1,10
0.84,"ThomasAM_2018a",9,5,10
0.666666666666667,"ThomasAM_2018a",9,4,10
0.833333333333333,"ThomasAM_2018a",9,3,10
0.708333333333333,"ThomasAM_2018a",9,2,10
0.766666666666667,"ThomasAM_2018a",9,1,10
0.866666666666667,"ThomasAM_2018a",8,5,10
0.733333333333333,"ThomasAM_2018a",8,4,10
0.666666666666667,"ThomasAM_2018a",8,3,10
0.866666666666667,"ThomasAM_2018a",8,2,10
0.933333333333333,"ThomasAM_2018a",8,1,10
0.866666666666667,"ThomasAM_2018a",7,5,10
0.6,"ThomasAM_2018a",7,4,10
0.716666666666667,"ThomasAM_2018a",7,3,10
0.766666666666667,"ThomasAM_2018a",7,2,10
0.666666666666667,"ThomasAM_2018a",7,1,10
0.74,"ThomasAM_2018a",6,5,10
0.766666666666667,"ThomasAM_2018a",6,4,10
0.68,"ThomasAM_2018a",6,3,10
0.5,"ThomasAM_2018a",6,2,10
0.7,"ThomasAM_2018a",6,1,10
0.958333333333333,"ThomasAM_2018a",5,5,10
0.8,"ThomasAM_2018a",5,4,10
0.9,"ThomasAM_2018a",5,3,10
0.7,"ThomasAM_2018a",5,2,10
0.75,"ThomasAM_2018a",5,1,10
0.8,"ThomasAM_2018a",4,5,10
0.9,"ThomasAM_2018a",4,4,10
0.733333333333333,"ThomasAM_2018a",4,3,10
0.933333333333333,"ThomasAM_2018a",4,2,10
0.966666666666667,"ThomasAM_2018a",4,1,10
0.666666666666667,"ThomasAM_2018a",3,5,10
0.966666666666667,"ThomasAM_2018a",3,4,10
0.866666666666667,"ThomasAM_2018a",3,3,10
0.7,"ThomasAM_2018a",3,2,10
0.833333333333333,"ThomasAM_2018a",3,1,10
0.88,"ThomasAM_2018a",2,5,10
0.733333333333333,"ThomasAM_2018a",2,4,10
0.716666666666667,"ThomasAM_2018a",2,3,10
0.541666666666667,"ThomasAM_2018a",2,2,10
0.866666666666667,"ThomasAM_2018a",2,1,10
0.9,"ThomasAM_2018a",1,5,10
0.8,"ThomasAM_2018a",1,4,10
0.7,"ThomasAM_2018a",1,3,10
0.958333333333333,"ThomasAM_2018a",1,2,10
0.966666666666667,"ThomasAM_2018a",1,1,10
0.916666666666667,"FengQ_2015",10,5,10
0.865740740740741,"FengQ_2015",10,4,10
0.982905982905983,"FengQ_2015",10,3,10
0.976851851851852,"FengQ_2015",10,2,10
0.841666666666667,"FengQ_2015",10,1,10
0.966666666666667,"FengQ_2015",9,5,10
0.851851851851852,"FengQ_2015",9,4,10
0.8625,"FengQ_2015",9,3,10
0.925925925925926,"FengQ_2015",9,2,10
0.902777777777778,"FengQ_2015",9,1,10
0.75,"FengQ_2015",8,5,10
0.939814814814815,"FengQ_2015",8,4,10
0.861111111111111,"FengQ_2015",8,3,10
0.965811965811966,"FengQ_2015",8,2,10
0.974358974358974,"FengQ_2015",8,1,10
0.933333333333333,"FengQ_2015",7,5,10
0.898148148148148,"FengQ_2015",7,4,10
0.808333333333333,"FengQ_2015",7,3,10
0.990740740740741,"FengQ_2015",7,2,10
0.743589743589744,"FengQ_2015",7,1,10
0.953703703703704,"FengQ_2015",6,5,10
0.925925925925926,"FengQ_2015",6,4,10
0.851851851851852,"FengQ_2015",6,3,10
0.944444444444445,"FengQ_2015",6,2,10
0.824074074074074,"FengQ_2015",6,1,10
0.962962962962963,"FengQ_2015",5,5,10
0.814814814814815,"FengQ_2015",5,4,10
0.990740740740741,"FengQ_2015",5,3,10
0.828703703703703,"FengQ_2015",5,2,10
0.962962962962963,"FengQ_2015",5,1,10
0.995833333333333,"FengQ_2015",4,5,10
0.944444444444445,"FengQ_2015",4,4,10
0.800925925925926,"FengQ_2015",4,3,10
0.972222222222222,"FengQ_2015",4,2,10
0.944444444444445,"FengQ_2015",4,1,10
0.866666666666667,"FengQ_2015",3,5,10
0.875,"FengQ_2015",3,4,10
0.907407407407407,"FengQ_2015",3,3,10
0.923076923076923,"FengQ_2015",3,2,10
0.907407407407407,"FengQ_2015",3,1,10
0.981481481481482,"FengQ_2015",2,5,10
0.768518518518518,"FengQ_2015",2,4,10
0.953703703703704,"FengQ_2015",2,3,10
0.914529914529915,"FengQ_2015",2,2,10
0.898148148148148,"FengQ_2015",2,1,10
0.925925925925926,"FengQ_2015",1,5,10
0.9,"FengQ_2015",1,4,10
0.88034188034188,"FengQ_2015",1,3,10
0.929166666666667,"FengQ_2015",1,2,10
0.87037037037037,"FengQ_2015",1,1,10
